BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE
-0.9129154960500435,-0.2494344808010427,-0.7415243039400985,-0.6767822955735556,-0.5060844610106312,-0.6605385415199582,-0.8064903456392757,-0.7227487797432043,-0.7073131650492338,-0.7739248950215966,-0.6972927139516388,-0.7567314114463867,-1.1132881995887887,-0.9188246982282993,-0.781907427628713,-0.5652564602806358,0.36067954425377496
1.3133225810102769,0.1343246710512249,-0.8546486006899505,-0.6767822955735556,-0.7511221610852258,2.2219904100749908,-1.2217580572960505,-0.7227487797432043,-0.9169951914991049,0.8992866381845656,0.47308935550631365,-0.9204093150060894,0.9862133739327107,2.131578678316843,0.959393242965772,0.410740652286105,0.36067954425377496
0.8152595434782437,0.5180838229034925,0.06216809237171749,0.7334057110733417,-0.7511221610852258,-0.6605385415199582,1.2698432294420245,2.2109089469121983,-0.9169951914991049,-0.7739248950215966,-0.6972927139516388,0.06165810635212713,1.1611718383928356,-0.5744021513354024,0.12861490020660976,-0.5652564602806358,0.36067954425377496
0.23188105544746618,-1.0169527845055775,0.9228495211971383,2.05725009311677,-0.7511221610852258,-0.4670356123297511,-1.0141254472683066,-0.39678811396270475,-0.9169951914991049,-0.21618994823492008,-0.4046971965871507,-0.838570363226238,1.1611718383928356,-1.0842090255004113,-0.45928047525792187,-0.5652564602806358,0.36067954425377496
-0.3659170721414415,0.5180838229034925,-0.8356759723042311,-0.6475998284494427,-0.7511221610852258,-0.6605385415199582,-1.0141254472683066,-0.39678811396270475,-0.9169951914991049,-0.7739248950215966,-0.6972927139516388,-0.838570363226238,-1.0433048138047387,-0.5282884114990086,-0.5853801129203369,-0.5652564602806358,0.36067954425377496
0.33268685506768314,0.5180838229034925,0.7263405226920493,-0.6767822955735556,2.1771810959802145,-0.6605385415199582,0.43931029772976177,-0.7227487797432043,0.5507840260387574,-0.7739248950215966,-0.6972927139516388,-0.2656977007672784,-0.8333546564525889,0.06319048516838612,2.190191620322066,-0.5652564602806358,0.36067954425377496
-0.5000261841193455,0.5180838229034925,2.1603676665982667,2.241644983353064,1.0170020734781848,-0.6605385415199582,1.2698432294420245,2.2109089469121983,1.5991991906768774,-0.7739248950215966,-0.6972927139516388,2.1076319008484115,1.8610056962333354,2.131578678316843,-0.6726016147957178,2.3773790943397977,0.36067954425377496
0.3424211104571418,0.5180838229034925,-0.33740731932427465,-0.6767822955735556,0.369270341771568,-0.6605385415199582,1.2698432294420245,-0.7227487797432043,1.5991991906768774,-0.7739248950215966,-0.6972927139516388,0.06165810635212713,-0.6583961919924639,-0.5276898878657788,-0.049188343937944155,-0.5652564602806358,0.36067954425377496
-0.22704884093925742,0.5180838229034925,0.16689700106088878,0.5297120905470338,-0.2374162909078788,-0.6605385415199582,-0.39122512558378775,-0.39678811396270475,-0.2879465959551093,-0.7739248950215966,-0.6972927139516388,-0.5112145561068325,0.9862133739327107,-0.5201390927811204,-0.45999081987498874,-0.5652564602806358,0.36067954425377496
-0.8345251019313843,-1.400711936357845,0.6650589330061755,1.6607333210678863,-0.7511221610852258,-0.6605385415199582,-0.8064903456392757,-0.0708235366385696,-0.9169951914991049,-0.7739248950215966,-0.6972927139516388,-0.6748924596665353,1.8610056962333354,-0.12963612515873038,-0.8550955306099268,-0.5652564602806358,0.36067954425377496
-0.03115355128634083,0.5180838229034925,0.2364198262018094,-0.6767822955735556,1.6122330652526766,-0.6605385415199582,1.2698432294420245,-0.7227487797432043,1.5991991906768774,-0.7739248950215966,-0.6972927139516388,0.06165810635212713,-1.0433048138047387,-0.1964034849198854,2.190191620322066,-0.5652564602806358,0.36067954425377496
-0.49753773830553777,-0.2494344808010427,0.9147624383477254,2.044811066505117,-0.7511221610852258,-0.6605385415199582,-0.5988577356115318,0.25513712914192993,-0.9169951914991049,-0.7739248950215966,-0.6972927139516388,-0.42937560432698113,-0.7633712706685388,-0.5059282683152355,-0.7519671387999554,-0.5652564602806358,0.36067954425377496
